Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Landline,Official Fax,Official Mobile,Official Email,Official Address,Official Alternate No,Town,Post Code,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
18769,Al Amin Nursing Home,Nairobi,Nairobi,Kamukunji,Eastleigh North,Health Centre,Private Practice - Clinical Officer,Eastleigh North,Eastleigh North,Near Wood Street Health Center,KAMUKUNJI,Garissa Lodge,14,0,,0722786443,0721700819,,,0721700819,,,Mohamed Hassan,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17185,Al -Arbrar Medical Clinic,Rift Valley,Samburu,Samburu Central,Kirisia,Medical Clinic,Private Practice - Clinical Officer,Maralal,Maralal, Maralal Town - Next to Waka Petrol station,SAMBURU WEST,Maralal,0,0,,,0720468836,dofayo@yahoo.com,P.O Box 12 ,,Maralal,20600,Dofa Abdi,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17628,Al Azhar Medical Clinic,Coast,Mombasa,Mvita,Island,Medical Clinic,Private Practice - Nurse / Midwife,Majengo,Guraya,Along Munyaka road near Al Azhar mosque near Saphire hotel,MVITA,,0,0,,,,,P.O Box 41376,,Mombasa,80100,Ali Ahmed Mohamed,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
11208,Al Farooq Hospital,Coast,Mombasa,Mvita,Island,Other Hospital,Private Enterprise (Institution),Majengo,Majengo,"Naivasha street, off Kenyatta Avenue behind Kenya Commercial Bank, Mvita Branch",MVITA,Sega market - Mombasa,17,4,04141249360,0412493640,0721971587,dr.sunfarooqui@yahoo.com,P.O Box 84438,04141249012,Mombasa,80100,Capt. Dr. Ishaq A. Makorani,Doctor In Charge,Y,Y,Operational,,,,,,,Y,,,,,,,,,,,,,,,
18997,Al Iklas Medical Clinic,North Eastern,Garissa,Garissa,Central,Medical Clinic,Private Practice - Nurse / Midwife,,,,DUJIS,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19165,Al Qudus Clinic,North Eastern,Garissa,Garissa,,Medical Clinic,Private Practice - Nurse / Midwife,,,,DUJIS,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
11209,Al Riyadh Medical Clinic,Coast,Mombasa,Changamwe,Changamwe,Medical Clinic,Private Enterprise (Institution),Changamwe,Changamwe,Along Changamwe Mainland Magongo road.,CHANGAMWE,Mombasa,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,Y,,Y,,,,,,,,,,,
11207,Al-Agsa Medical Clinic,Coast,Mombasa,Mvita,Island,Medical Clinic,Private Enterprise (Institution),Majengo,Majengo,,MVITA,Mombasa,0,0,,,0722-603871,,P.O Box P.O. Box 81000,,Mombasa,80100,Fatuma Abdille,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
14195,Alakara Medical Clinic,Rift Valley,Turkana,Turkana West,Lokichoggio,Medical Clinic,Private Enterprise (Institution),Lokichoggio,Lokichoggio,,TURKANA NORTH,Lokichoggio,0,0,,,,,,,Lokichoggio,30503,,,N,N,Not-Operational,,,,,,,,,Y,,,,,,,,,,,,,
14196,Alale (AIC) Health Centre,Rift Valley,West Pokot,North Pokot,Alale,Health Centre,Christian Health Association of Kenya,Alale,Amakuriat,,KACHELIBA,Makutano,8,1,,,,,P.O Box 325,,Kitale,30200,Amos Lingor,Clinical Officer,Y,Y,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
16367,Alale Health Centre,Rift Valley,West Pokot,North Pokot,Alale,Health Centre,Ministry of Health,Alale,Alale,,KACHELIBA,Makutano,30,0,,,,,P.O Box 50,,Kacheliba,30601,Michael Koitumo,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17886,Al-Amin Medical Clinic,Coast,Kilifi,Malindi,Malindi,Medical Clinic,Private Practice - Clinical Officer,Malindi,Central,,MALINDI,Malindi,0,0,,,0722599065,aliinoorhussein@yahoo.com,P.O Box 5226,,Malindi,80200,Hussein Ali Noor,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
16299,Al-Ansar Medical Clinic,North Eastern,Mandera,Mandera East,Central,Medical Clinic,Private Practice - Nurse / Midwife,Bulla Jamhuri,Bulla Jamhuria,,MANDERA EAST,Mandera,0,0,,,,,,,Mandera,70300,Omar Adan,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13274,Al-Aqsa Medical Clinic,North Eastern,Garissa,Garissa,Central,Medical Clinic,Private Practice - Clinical Officer,Central,Central,,DUJIS,Garissa,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17899,Albilal Medical Clinic (Moyale),Eastern,Marsabit,Moyale,Central,Medical Clinic,Private Practice - Unspecified,Central,Central,,SAKU,Moyale,0,0,,,,,,,,,,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
16530,Al-Bir Medical Centre,Coast,Mombasa,Kisauni,Island,Medical Clinic,Private Enterprise (Institution),Tononoka,Tononoka,,KISAUNI,Mombasa,0,0,,,0722-537114,albirmedical@yahoo.com,P.O Box P.O. Box 81179,,Mombasa,80100,Dr. Hassan Abeid Awadhan,Doctor In Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
11210,Al-Bir Medical Centre (Kilindini),Coast,Mombasa,Changamwe,Changamwe,Medical Clinic,Private Enterprise (Institution),Portreitz,Kwahola,Along changamwe Airport road at Kwa Hola near portreitz corner.,CHANGAMWE,Mombasa,0,0,,,0722537114,albirmedical@yahoo.com,P.O Box 81179,,Mombasa,80100,Dr.Hassan Awadhan,Doctor In Charge,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
19344,Aldai Medical Services,Rift Valley,Nandi,Nandi East,Nandi Hills,Medical Clinic,Private Practice - Clinical Officer,Kapngetuny,Kapngetuny,Within Nandi Hills town behind Equity bank.,TINDERET,Nandi Hills,0,0,,,,,P.O Box 84,,Nandi Hills,30301,Samson Tenai,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
16256,Alfa Clinic,Nyanza,Nyamira,Borabu,Esise,Dispensary,Private Enterprise (Institution),Esise,Manga/Raitigo,At Manga shopping centre,NORTH MUGIRANGO,Manga,2,0,,,,,P.O Box 1,,Nyansiongo,00502,Francis Keraita,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11924,Alfalah Nursing Home,Eastern,Isiolo,Isiolo,Central,Health Centre,Supreme Council for Kenya Muslims,Central,Bulapesa,,ISIOLO NORTH,Isiolo,12,5,064-52031,064-52160,0728952274,alfalahisiolo@gmail.com,Please specify P.O. Box 33,0712486335,Isiolo,60300,Titus Njogu,Clinical Officer,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19608,Al-Fallah Medical Clinic,Nairobi,Nairobi,Kamukunji,,Medical Clinic,Private Enterprise (Institution),,,,KAMUKUNJI,,5,1,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13275,Al-Faruq Dispensary,North Eastern,Garissa,Garissa,Central,Dispensary,Supreme Council for Kenya Muslims,Waberi,Waberi,Off Soko Ngombe market,DUJIS,Soko Ngombe,0,0,0462102075,0462103052,,,P.O Box 256,0462103570,Garissa,70100,Hussein,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18998,Al-Faruq Medical Clinic,North Eastern,Garissa,Garissa,Central,Medical Clinic,Private Practice - Nurse / Midwife,,,,DUJIS,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19629,Al-Firdaus Health Care,Coast,Mombasa,Mvita,Island,Medical Clinic,Private Practice - General Practitioner,Tononoka,Tononoka,Opposite Mombasa Stadium,MVITA,Majengo,0,0,,,,,,,,,Dr.Twaha Ali,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
10022,Alpha Family Health Care,Central,Nyeri,Tetu,Tetu,Medical Clinic,Private Practice - Nurse / Midwife,Karundu,Unjiru,,TETU,Giakanja,0,0,,,,,P.O Box P.O. Box 12316  ,,Nyeri,10100,Gladwin W. Wamuya,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19880,Alpha Medical Agency,Western,Vihiga,Sabatia,Chavakali,Medical Clinic,Private Practice - Unspecified,Chavakali,,Along Kakamega-Kapsabet rd,SABATIA,Chavakali Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
16321,Alpha Medical Clinic,Rift Valley,Samburu,Samburu Central,Kirisia,Medical Clinic,Private Practice - Clinical Officer,Maralal,Maralal,Maralal Town near Chiefs Office,SAMBURU WEST,Maralal Town ,0,0,,,,,,,Maralal,20600,Moses Asikoye,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19321,Alpha Medical Clinic (Koibatek),Rift Valley,Baringo,Koibatek,Eldama Ravine,Medical Clinic,Private Practice - Nurse / Midwife,Ravine,Ravine,Baringo County Hotel Ground Floor,ELDAMA RAVINE,Eldama Ravine,0,0,,,0722464026,,P.O Box 102   ,,Eldama Ravine,20103,Ann Kandie,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18067,Alpha Medical Clinic (Migori),Nyanza,Migori,Migori,Suba Central,Medical Clinic,Private Practice - Nurse / Midwife,Suna Ragana,Oruba,The facility is located in Oruba Estate in Migori Town,MIGORI,Oruba Estate Migori Town,2,0,05920058,,0725358018,migoridhmt@yahoo.com,P.O Box 202,0726659722,Suna Migori,40400,Tiengo Mamu,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19040,Alpha Medical Clinic Mile Tisa,Rift Valley,Kajiado,Kajiado Central,Namanga,Medical Clinic,Private Practice - General Practitioner,Mile Tisa,,Mile Tisa Trading Centre,KAJIADO CENTRAL,Mile Tisa,0,0,,,0729676681,,,,,,,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19356,Alphine Dental Centre (Kencom Hse),Nairobi,Nairobi,Starehe,Central,Dental Clinic,Private Practice - Unspecified,Central,Central,Located at KENCOM Hse(Nairobi),STAREHE,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19461,Al-Ramah Healthcare,North Eastern,Garissa,Garissa,,Medical Clinic,Private Practice - Nurse / Midwife,,,,DUJIS,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13287,Al-Siha Nursing Home,North Eastern,Mandera,Mandera East,Central,Nursing Home,Private Enterprise (Institution),Bulla Mpya,Bulla Mpya,,MANDERA EAST,Mandera,0,0,,,,,,,Mandera,70300,Adan Ismail,,N,N,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
13472,Alum Beach Dispensary,Nyanza,Homa Bay,Rachuonyo North,West Karachuonyo,Dispensary,Ministry of Health,West Kadhimu,Kayoo West,,KARACHUONYO,Kandiege Market,0,0,,,,,P.O Box 47,,Kendu Bay,40301,Walter Kunda,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13473,Aluor Mission Health Centre,Nyanza,Siaya,Gem,Wagai,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,South Gem,Onyinyore,Rera - Aluor road,GEM,Aluor Market,0,0,,,,,,,,40600,Sister Victoria,Nursing Officer in Charge,Y,Y,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
15795,Alupe Sub-District Hospital,Western,Busia,Teso South,Chakol,Sub-District Hospital,Ministry of Health,Angorom,Alupe,,AMAGORO,Busia,130,0,,,,,Please specify P.O. Box 35,,Busia,,Hongo,,Y,Y,Operational,,Y,,,,,,,,,,,Y,,,,,,,,,
10023,Ama (Africa Muslim Agency) Clinic,Central,Kiambu,Thika West,Thika Municipality,Health Centre,Supreme Council for Kenya Muslims,Thika,Komu,,JUJA,Thika,26,6,,,0720-253699,,P.O Box P.O. Box 4658,,Thika,1000,Mariam,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19215,Amaal Annex Nursing,North Eastern,Mandera,Mandera East,central,Nursing Home,Private Practice - Nurse / Midwife,central,central,,MANDERA EAST,central,8,0,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
15796,Amagoro Nursing Home,Western,Busia,Teso North,Amagoro,Nursing Home,Private Enterprise (Institution),Amagoro,Amagoro,Along Bungoma Malaba road next DCs office Teso North,AMAGORO,Amagoro,7,0,,,0733-400200,,P.O Box P.O. Box 1,,Amagoro,50244,Micah Epus,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14198,Amakuriat Dispensary,Rift Valley,West Pokot,North Pokot,Alale,Dispensary,Other Faith Based,Alale,Amakuriat,Near Amakuriat trading centre,KACHELIBA,Makutano,0,0,,,,,,,KACHELIBA,30601,Sr Gabriella,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16308,Amal Medical Clinic,North Eastern,Mandera,Mandera East,Central,Medical Clinic,Private Enterprise (Institution),Bulla Jamhuri,Bulla Jamhuria,,MANDERA EAST,Mandera,0,0,,,,,,,Mandera,70300,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10024,Amani Clinic,Central,Nyeri,Mathira East,Mathira,Medical Clinic,Private Practice - Clinical Officer,Konyu,Karatina,,MATHIRA,Karatina,0,0,,,,,P.O Box P.O. Box 1412,,Karatina,10100,,,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
19001,Amani Clinic (Garissa),North Eastern,Garissa,Garissa,Central,Medical Clinic,Private Practice - Nurse / Midwife,,,,DUJIS,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19846,Amani MC,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Medical Clinic,Private Practice - Clinical Officer,Milimani,Milimani,Within Kitale town at the beginning point of Kenyatta street opposite Central Farmers Garrage,SABOTI,Within Kitale town,0,0,,,,,P.O Box 98,,Kitale,30200,Elizabeth Conjeh,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13474,Amani Medical Centre (Suneka),Nyanza,Kisii,Kisii South,Suneka,Medical Clinic,Private Enterprise (Institution),Bomorenda,Bonyanchaire,Within Suneka Town,BONCHARI,Suneka  Town,0,0,,,0733-843282,,P.O Box 2399,0721550846,Kisii,40200,Mr. Nyariki,Clinical Officer,N,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11216,Amani Medical Clinic (Changamwe),Coast,Mombasa,Changamwe,Changamwe,Medical Clinic,Private Enterprise (Institution),Changamwe,Changamwe,In Changamwe,CHANGAMWE,Mombasa,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
11925,Amani Medical Clinic (Kambu),Eastern,Makueni,Kibwezi,Mtito Andei,Medical Clinic,Private Enterprise (Institution),Kambu,Kambu,,KIBWEZI,Kambu,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
11217,Amani Medical Clinic (Kilifi),Coast,Kilifi,Bahari,Bahari,Medical Clinic,Private Enterprise (Institution),Kilifi Township,Mnarani,,BAHARI,Kilifi,0,0,,,,,,,Kilifi,,,,N,N,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
11218,Amani Medical Clinic (Likoni),Coast,Mombasa,Likoni,Likoni,Medical Clinic,Private Practice - Nurse / Midwife,Likoni,Bofu,Along Lunga lunga road at Flats area just behind Geca Medical Clinic.,LIKONI,Mombasa,0,0,,,0725770983,,P.O Box 96129,0731600571,Mombasa,80100,Luruma Kiinga Edward,Nursing Officer in Charge,N,N,Operational,,,,,,,Y,,Y,,,,,,,,,,,,,
11219,Amani Medical Clinic (Malindi),Coast,Kilifi,Magarini,Magarini,Medical Clinic,Private Practice - Nurse / Midwife,Fundi Issa ,Marereni,Shifted  to Tana River District,MAGARINI,Marereni,0,0,00000000000,,,,P.O Box  4,,Malindi,80200,,Nursing Officer in Charge,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
11221,Amurt Health Centre (Likoni),Coast,Mombasa,Likoni,Likoni,Medical Clinic,Private Enterprise (Institution),Likoni,Bofu,Along the sea show from the Kenya Ferry Services near the Likoni School for the Blind. ,LIKONI,Mombasa,0,0,,,0721437536,amurtlikonicentre@africanline.co.ke,P.O Box 96506,0752838017,Mombasa,80100,Nalikwa Komora Bonaya,Clinical Officer,N,Y,Operational,,,,,,,,,Y,,,,,,,,,,,,,
17062,Amwamba Dispensary,Eastern,Meru,Igembe South,Igembe South West,Dispensary,Ministry of Health,Akachiu,Amwamba ,Near Kinji Market,IGEMBE,Kinji Market,0,0,,,,,P.O Box 482,,Maua,60600,Martha Kimaita,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
16359,Ancilla Catholic Dispensary,Rift Valley,Uasin Gishu,Eldoret West,Turbo,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Kibulgeny,Kilimani,,ELDORET NORTH,Eldoret,0,0,,,,,P.O Box 8185,,Eldoret,30100,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,Y,,,,,,,,,
14203,Andersen Medical Centre,Rift Valley,Trans Nzoia,Kwanza,Endebess,Medical Clinic,Private Enterprise (Institution),Chepchoina,Chepchoina,Kitale Swam Road,KWANZA,Kitale,24,4,,,,,,,,,Dr. Beya,Doctor In Charge,Y,Y,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
13477,Anding'o Opanga Dispensary,Nyanza,Kisumu,Nyakach,Upper Nyakach,Dispensary,Ministry of Health,Thurdibuoro,Anding' Opanga,"Ahero-Katito-Kolweny-Nyamarimba-Anding'o Opanga, the facility is about 25 Kms from Kolweny market",NYAKACH,Anding' Opanga,0,0,,,0725448991,,,,AHERO,40101,Geofrey Kere,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
18770,Andulus Medical Clinic,Nairobi,Nairobi,Kamukunji,Eastleigh North,Health Centre,Private Enterprise (Institution),Eastleigh North,Eastleigh North,NEAR WOOD STREET NURSING HOME,KAMUKUNJI,WOODSTREET NURSING HOME,16,2,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13478,Aneko Dispensary,Nyanza,Migori,Nyatike,Nyatike,Dispensary,Ministry of Health,West Kadem,Aneko,,NYATIKE,Aneko,0,0,,,,, P.O. Box 202,,Suna Migori,40400,Harison Wendo,,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
17050,Angaga Dispensary,Nyanza,Migori,Awendo,Awendo,Dispensary,Ministry of Health,East Sakwa,South Sakwa,"Awendo Oyani Road. From Mariwa Center, it is 1 and a half Kilometer then to Angaga Juction going to Angaga Center",RONGO,Mariwa Market Center,0,0,,,,,P.O Box 220 ,,Sare Awendo,40405,Lewis Oriema,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14205,Angata Health Centre,Rift Valley,Narok,Trans Mara West - Dikirr,Angata,Health Centre,Ministry of Health,Angata ,Angata Barikoi,Off Oldonyorok -Kehancha Road,KILGORIS,Angata Market,12,0,,,,,P.O Box 98,,Kilgoris,40700,Langat Hillary,Clinical Officer,Y,Y,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
17274,Angata Nanyokie Dispensary,Rift Valley,Samburu,Samburu Central,Kirisia,Dispensary,Ministry of Health,Angata Nanyokie,Angata Nanyokie,Near Angata Nanyokie Primary School,SAMBURU WEST,Angata Nanyokie Village,0,0,,,,,P.O Box 12,,Maralal,20600,John Silasi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18272,Angaza VCT,Nairobi,Nairobi,Embakasi,Embakasi,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kayole,Koyole  Two,Near Do Office Kayole Two,EMBAKASI,Koyole ,0,0,,,,,,,,,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18627,Angelic Medical Centre,Central,Kiambu,Kiambu,Kiambaa,Medical Clinic,Private Practice - General Practitioner,Thindigua,Thindigua,Kasarini-Thindigua off Kiambu Road,KIAMBAA,Kasarini,0,0,,,0705394086,,P.O Box 101359,0724901428,Nairobi,00101,Dr.Kahindi Shedrach,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18923,Angels Health Services,Eastern,Meru,Igembe South,Maua,Medical Clinic,Private Practice - Nurse / Midwife,Maua,Kangeta,Situated in Maua town along MauaAthirugaiti Road,IGEMBE,Amwathi,0,0,,,,,P.O Box Maua,,482,60600,Anthony Mwenda,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13479,Ang'iya Dispensary,Nyanza,Homa Bay,Mbita,Mbita,Dispensary,Ministry of Health,Gembe West,Kasgunga East,,MBITA,Luanda,0,0,,,0728-470852,angiyadispensary@gmail.com,P.O Box 50 ,,Mbita,,Elijah Misesi,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
15800,Angurai Health Centre,Western,Busia,Teso North,Angurai,Health Centre,Ministry of Health,Angurai,Angurai,Along Angurai Moding road next the DOs office,AMAGORO,Angurai,12,0,,,,,P.O Box P.O. Box 99 Amagoro,,Amagoro,50244,Nicholas Shitakha,Clinical Officer,Y,Y,Operational,,Y,,,,,,,,,Y,,Y,,,,,,,,,
14206,Anin Dispensary,Rift Valley,Elgeyo Marakwet,Keiyo,Tambach,Dispensary,Ministry of Health,Kamogich,Anin,,KEIYO NORTH,Iten,0,0,,,,,,,Iten,3700,,,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
13480,Anjego Dispensary,Nyanza,Migori,Migori,Suba East,Dispensary,Ministry of Health,Suna North,Kakrao,The facility is located at Anjego market centre,MIGORI,Anjego,2,0,0711566425,,0711566425,migoridhmt@yahoo.com,P.O Box P.O. Box 202,0726659722,Suna Migori,40400,Merciline Kemunto,Nursing Officer in Charge,Y,Y,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
18871,Ankamia Dispensary,Eastern,Meru,Tigania East,Tigania central,Dispensary,Ministry of Health,mikinduri north,Ankamia,Near Ankamia primary school,TIGANIA EAST,Ankamia market,0,0,,,,,P.O Box 36,,muthara,60605,Alex Mungania,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10029,Anmer Dispensary,Central,Kiambu,Kiambu,Kiambaa,Dispensary,Ministry of Health,Tinganga,Tinganga,,KIAMBAA,Kiambu,0,0,,,0720-969253,,P.O Box P.O. Box 39,,Kiambu,00900,Rhoda Wanjiru,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16323,Annet Dispensary,Rift Valley,West Pokot,Pokot Central,Chesogon,Dispensary,Ministry of Health,Chepkokogh,Annet,Off Lomut-Chesogon road on righth hand side about 12 km up the hill.,SIGOR,Kitor,0,0,,,,,P.O Box  63,,Kapenguria,30600,Lowana Henry Longiti,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13481,Annex Clinic (Kenyenya),Nyanza,Kisii,Kenyenya,Kenyenya,Medical Clinic,Private Enterprise (Institution),Machoge Borabu,Kiango,,BOMACHOGE,Magena,0,0,,,,guchadmoh@yahoo.com,P.O Box P.O. Box 6,,Ogembo,40204,Ann M ombati,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19404,Annex Health Care,Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - General Practitioner,Githurai,Githurai,just next to 44 stage,KASARANI,just next to 44 stage,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
14207,Annex Hospital (Nakuru),Rift Valley,Nakuru,Nakuru,Municipality,Other Hospital,Ministry of Health,Central,Viwanda,next to state house,NAKURU TOWN,Nakuru Town,60,22,0512215580,,,rvpghnakuru@yahoo.com,P.O Box P.O. Box 71,,Nakuru,20100,Mrs Njonge,Nursing Officer in Charge,Y,Y,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
10031,Annex Laboratory,Central,Nyeri,Nyeri Central,Municipality,Laboratory (Stand-alone),Private Enterprise (Institution),Mukaro,Majengo,,NYERI TOWN,Nyeri Town,0,0,,,,,P.O Box P.O. Box 12157,,Nyeri,10100,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
15804,Approved Dispensary,Western,Kakamega,Kakamega Central (Lurambi),Municipality,Dispensary,Ministry of Health,Bukhungu,Sichirai, On Kakamega - Webuye Road opposite the gate of Masinde Muliro University of Science and Technology(MMUST),LURAMBI,Kakamege Town,0,0,,,0722470947,,P.O Box P.O. Box 750 ,,Kakamega,50100,Rose Ashibaka,Nursing Officer in Charge,N,N,Operational,,,,,,,Y,,,,Y,,Y,,,,,,,,,
11932,Approved School Dispensary (Machakos),Eastern,Machakos,Machakos,Central,Dispensary,Ministry of Health,Kiima Kimwe,Katoloni,Along Machakos - Wote Road,MACHAKOS TOWN,Katoloni Market,4,0,,,,,P.O Box P.O. Box 935,,Machakos,90100,Idah Muli,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
12871,Aptc Health Centre,Nairobi,Nairobi,Embakasi,Embakasi,Health Centre,Armed Forces,Embakasi,Embakasi,Inside APTC Embakasi,EMBAKASI,Nairobi,1,0,,,,,P.O Box 19096,,NAIROBI,00100,Sarah Mwita,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
11933,Apu Dispensary,Eastern,Isiolo,Isiolo,Central,Dispensary,Ministry of Health,West,Central,,ISIOLO NORTH,Isiolo,2,0,064-52031,064-52160,0722-606180,isiolohealth@yahoo.com,Please specify P.O. Box 42,,Isiolo,60300,PIUS KIMATHI,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
17572,Aqua Medical Clinic,Central,Nyeri,Kieni East,Kieni East,Medical Clinic,Private Practice - Nurse / Midwife,Narumoru,Narumoru,,KIENI,Narumoru,0,0,,,,,,,,,Lydiah Maina,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14210,Aquilla Farm Medical Clinic,Rift Valley,Nakuru,Naivasha,Kongoni,Medical Clinic,Company Medical Service,Maiela,Kongoni,near Kongoni centre ,NAIVASHA,Naivasha,0,0,,,,aquilaflowers.com,P.O Box 357,,Naivasha,20117,Julius Nason,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,Y,,Y,,,,,,,,,,,
13290,Arabia Health Centre,North Eastern,Mandera,Mandera East,Fino,Health Centre,Ministry of Health,Arabia,Arabia,,MANDERA EAST,Mandera,0,0,,,,,P.O Box P.O. Box 7,,Mandera,70300,Linet  Kazilla,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,Y,,,,,,,,,
