Code,Officialname,Province,County,Sub county,Ward,Facility type,Owner type,,,,Constituency,,,,,,,,,,,,,,Open_whole_day,Open_weekends,Operation status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
17819,Afya Bora Clinic (Mutomo),Kitui,Kitui,Kitui South,Mutomo,Medical Clinic,Private Practice,,,,Kitui South,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
10011,Afya Bora Clinic (Mwea),Kirinyaga,Kirinyaga,Kirinyaga North/Mwea West,Mutithi,Medical Clinic,Private Practice,,,,Mwea,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22740,Afya Bora Clinic(Busia),Busia,Busia,Matayos,Burumba,Medical Clinic,Private Practice,,,,Matayos,,,,,,,,,,,,,,No,Yes,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
19515,Afya Bora Health Care,Nairobi,Nairobi,Westlands,Kangemi,Medical Clinic,Non-Governmental Organizations,,,,Westlands,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
19794,Afya Bora Health Clinic,Nyandarua,Nyandarua,Oljoroorok,Weru,Medical Clinic,Private Practice,,,,Oljorook,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
16491,Afya Bora Medical Clinic (CFW Clinic Gichugu),Kirinyaga,Kirinyaga,Kirinyaga East,Njukiine,Medical Clinic,Private Practice,,,,Gichugu,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
23130,Afya Bora Medical Clinic (Kwale),Kwale,Kwale,Lunga Lunga,Vanga,Medical Clinic,Private Practice,,,,Lunga Lunga,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
11200,Afya Bora Medical Clinic (Magarini),Kilifi,Kilifi,Magarini,Adu,Medical Clinic,Private Practice,,,,Magarini,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
23387,Afya Bora Medical Clinic (Meru),Meru,Meru,Imenti North,Ntima East,Medical Clinic,Private Practice,,,,North Imenti,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
21165,Afya Bora Medical Clinic (Mirangine),Nyandarua,Nyandarua,Olkalou,Mirangine,Medical Clinic,Private Practice,,,,Ol Kalou,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
10007,Afya Bora Medical Clinic (Muchagara),Kirinyaga,Kirinyaga,Kirinyaga East,Karumandi,Medical Clinic,Private Practice,,,,Gichugu,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19551,Afya Bora Medical Clinic (Nairobi),Nairobi,Nairobi,Westlands,Kangemi,Medical Clinic,Private Practice,,,,Westlands,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
10008,Afya Bora Medical Clinic (Nyeri South),Nyeri,Nyeri,Mukurweini,Mukurwe-ini Central,Medical Clinic,Private Practice,,,,Mukurweini,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19662,Afya Bora Medical Clinic (Trans Nzoia),Trans Nzoia,Trans Nzoia,Saboti,Matisi,Medical Clinic,Private Practice,,,,Saboti,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
14186,Afya Bora Medical Clinic (Turkana Central),Turkana,Turkana,Turkana Central,Lodwar Township,Medical Clinic,Private Practice,,,,Turkana Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
24741,Afya Diabetic Support Centre,Kiambu,Kiambu,Kikuyu,Kinoo,Medical Center,Private Practice,,,,Kikuyu,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
14187,Afya Frank Medical Clinic,Kajiado,Kajiado,Kajiado North,Nkaimurunya,Medical Clinic,Private Practice,,,,Kajiado North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18486,Afya Health Care,Nairobi,Nairobi,Roysambu,Githurai,Medical Clinic,Private Practice,,,,Roysambu,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,,,,,,,,,,
23278,Afya Health Essentials (Kangari),Muranga,Muranga,Kigumo,Kangari,Medical Clinic,Private Practice,,,,Kigumo,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10009,Afya Health Services,Nyeri,Nyeri,Mukurweini,Mukurwe-ini Central,Medical Clinic,Private Practice,,,,Mukurweini,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
20380,Afya Health System Hospital,Homa Bay,Homa Bay,Homa Bay Town,Homa Bay Central,Primary care hospitals,Private Practice,,,,Homa Bay Town,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18344,Afya House Dispensary,Nairobi,Nairobi,Dagoretti North,Kilimani,Dispensary,Ministry of Health,,,,Dagoretti North,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
21925,Afya International Hospital,Kilifi,Kilifi,Magarini,Sabaki,Primary care hospitals,Private Practice,,,,Magarini,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,,,,,,,,,,,,
10015,Afya Juja Clinic,Kiambu,Kiambu,Juja,Juja,Medical Clinic,Private Practice,,,,Juja,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
24539,Afya Kabel Medical Clinic,Baringo,Baringo,Marigat,Mochongoi,Medical Clinic,Private Practice,,,,Baringo South,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
22558,Afya Kimbilio Medical Clinic,Nakuru,Nakuru,Gilgil,Mbaruk/Eburu,Medical Clinic,Private Practice,,,,Gilgil,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
22887,Afya Link Medical Centre,Kirinyaga,Kirinyaga,Kirinyaga South,Tebere,Primary care hospitals,Private Practice,,,,Mwea,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,Y,,,,,,,,,,,,,,,
22539,Afya Mashinani Medical Centre (Gachami),Nyeri,Nyeri,Nyeri South,Mahiga,Medical Clinic,Private Practice,,,,Nyeri South,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18845,Afya Medical Centre,Mombasa,Mombasa,Nyali,Kadzandani,Medical Center,Private Practice,,,,Nyali,,,,,,,,,,,,,,No,Yes,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
13269,Afya Medical Clinic (Garissa),Garissa,Garissa,Garissa,Township,Medical Clinic,Private Practice,,,,Garissa Township,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11920,Afya Medical Clinic (Kangundo),Machakos,Machakos,Matungulu,Matungulu East,Medical Clinic,Private Practice,,,,Matungulu,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
10006,Afya Medical Clinic (Kirinyaga),Kirinyaga,Kirinyaga,Kirinyaga South,Tebere,Medical Clinic,Private Practice,,,,Mwea,,,,,,,,,,,,,,No,Yes,Operational,,Y,,,,,,,,,Y,,Y,,,,,,,,,
20265,Afya Medical Clinic (Mbaruk),Nakuru,Nakuru,Gilgil,Mbaruk/Eburu,Medical Clinic,Private Practice,,,,Gilgil,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
16556,Afya Medical clinic (Meru),Meru,Meru,Buuri,Timau,Medical Clinic,Private Practice,,,,Buuri,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
17566,Afya Medical Clinic (Munyaka),Nyandarua,Nyandarua,Kinangop,Gathara,Medical Clinic,Private Practice,,,,Kinangop,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
10010,Afya Medical Clinic (Muranga North),Muranga,Muranga,Kangema,Rwathia,Medical Clinic,Private Practice,,,,Kangema,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18440,Afya Medical Clinic (Nakuru),Nakuru,Nakuru,Nakuru East,Kivumbuni,Medical Clinic,Private Practice,,,,Nakuru Town East,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
22881,Afya Medical Clinic (Bahati),Nakuru,Nakuru,Nakuru North,Kiamaina,Medical Clinic,Private Practice,,,,Bahati,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,,,,,,,,,,
19802,Afya Medical Clinic (Nyandarua),Nyandarua,Nyandarua,Ndaragwa,Leshau/Pondo,Medical Clinic,Private Practice,,,,Ndaragwa,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
10013,Afya Medical Clinic (Nyeri North),Nyeri,Nyeri,Mathira East,Karatina Town,Medical Clinic,Private Practice,,,,Mathira,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13270,Afya Medical Clinic and Nursing Home (Wajir East),Wajir,Wajir,Wajir East,Township,Nursing Homes,Private Practice,,,,Wajir East,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
20250,Afya Medical Clinic(Dagoretti Market),Nairobi,Nairobi,Dagoretti South,Mutu-ini,Medical Clinic,Private Practice,,,,Dagoretti South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18730,Afya Medical Clinic(Meru),Meru,Meru,Imenti North,Ntima West,Medical Clinic,Private Practice,,,,North Imenti,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19131,Afya Medical Laboratory,Meru,Meru,Buuri,Kiirua/Naari,Laboratory,Private Practice,,,,Buuri,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
22937,Afya Medical Ngambo Clinic,Nakuru,Nakuru,Nakuru West,Kapkures,Medical Clinic,Private Practice,,,,Nakuru Town West,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19645,Afya Medicare Clinic,Nyeri,Nyeri,Kieni East,Naromoru/Kiamathaga,Medical Clinic,Private Practice,,,,Kieni,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
24320,Afya Nafuu Clinic,Kajiado,Kajiado,Kajiado West,Keekonyokie,Medical Clinic,Private Practice,,,,Kajiado West,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11921,Afya Njema Clinic,Machakos,Machakos,Athi River,Athi River,Medical Clinic,Private Practice,,,,Mavoko,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,,,Y,,Y,,,,,,,,,
18021,Afya Njema Medical Clinic (Nyeri North),Nyeri,Nyeri,Kieni East,Naromoru/Kiamathaga,Medical Clinic,Private Practice,,,,Kieni,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,Y,,Y,,,,Y,,,,,,,,,
18428,Afya Nursing Home (Moyale),Marsabit,Marsabit,Moyale,Moyale Township,Comprehensive health Centre,Private Practice,,,,Moyale,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
24613,Afya Rite Medical Clinic,Kirinyaga,Kirinyaga,Kirinyaga West,Kiine,Medical Clinic,Private Practice,,,,Ndia,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
23047,Afyacare health services,Kiambu,Kiambu,Thika Town,Kamenu,Medical Clinic,Private Practice,,,,Thika Town,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
20830,Afyafirst Medical Center,Mombasa,Mombasa,Mvita,Tudor,Medical Center,Private Practice,,,,Mvita,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22614,Afyalink Medical Laboratories,Kirinyaga,Kirinyaga,Kirinyaga South,Nyangati,Laboratory,Private Practice,,,,Mwea,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19397,Afyamax medical & centre dental,Nairobi,Nairobi,Roysambu,Zimmerman,Medical Clinic,Private Practice,,,,Roysambu,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
24577,Afyamax Medical Clinic,Meru,Meru,Imenti North,Ntima East,Medical Center,Private Practice,,,,North Imenti,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
18552,Afyastar Medical Clinic,Kiambu,Kiambu,Ruiru,Mwihoko,Medical Clinic,Private Practice,,,,Ruiru,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
25096,Afyazuri Medical Clinic,Nakuru,Nakuru,Nakuru East,Biashara,Medical Clinic,Private Practice,,,,Nakuru Town East,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
24919,Aga Khan  Bomet,Bomet,Bomet,Bomet Central,Silibwet Township,Medical Center,Private Practice,,,,Bomet Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
20236,Aga Khan Clinic (Eastleigh),Nairobi,Nairobi,Kamukunji,Eastleigh North,Medical Clinic,Private Practice,,,,Kamukunji,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18223,Aga Khan Clinic Kitengela,Kajiado,Kajiado,Kajiado East,Oloosirkon/Sholinke,Medical Clinic,Private Practice,,,,Kajiado East,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,Y,,,,,,,,,
24782,Aga Khan Health Service (Narok),Narok,Narok,Narok North,Narok Town,Medical Clinic,Private Practice,,,,Narok North,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
20557,Aga Khan Health Service Bungoma Centre,Bungoma,Bungoma,Kanduyi,Khalaba,Medical Clinic,Private Practice,,,,Kanduyi,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
24036,Aga Khan Health Services (Mtwapa),Kilifi,Kilifi,Kilifi South,Shimo La Tewa,Medical Clinic,Private Practice,,,,Kilifi South,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
12867,Aga Khan Hospital,Nairobi,Nairobi,Westlands,Parklands/Highridge,Secondary care hospitals,Private Practice,,,,Westlands,,,,,,,,,,,,,,Yes,Yes,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13465,Aga Khan Hospital (Kisumu),Kisumu,Kisumu,Kisumu Central,Market Milimani,Primary care hospitals,Private Practice,,,,Kisumu Central,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
11203,Aga Khan Hospital (Mombasa),Mombasa,Mombasa,Mvita,Shimanzi/Ganjoni,Primary care hospitals,Private Practice,,,,Mvita,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
23622,Aga khan Hospital Kilifi,Kilifi,Kilifi,Kilifi North,Sokoni,Medical Clinic,Private Practice,,,,Kilifi North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
20390,Aga Khan Hospital Medical Clinic (Juja),Kiambu,Kiambu,Juja,Kalimoni,MEDICAL CLINIC,Private Practice,,,,Juja,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
14189,Aga Khan Hospital Medical Clinic (Ongata Rongai),Kajiado,Kajiado,Kajiado North,Nkaimurunya,Medical Clinic,Private Practice,,,,Kajiado North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,Y,,,,,,,,,
25180,Aga khan Hospital-Nyali,Mombasa,Mombasa,Nyali,Ziwa La Ng'ombe,Medical Center,Private Practice,,,,Nyali,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19457,Aga Khan Medical Centre (Greenspan),Nairobi,Nairobi,Embakasi East,Upper Savannah,Medical Center,Private Practice,,,,Embakasi East,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
23667,Aga Khan Medical Centre (Kapsabet),Nandi,Nandi,Emgwen,Kapsabet,Medical Clinic,Private Practice,,,,Emgwen,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
23443,Aga Khan Medical Centre (Thika),Kiambu,Kiambu,Thika Town,Township,Primary care hospitals,Private Practice,,,,Thika Town,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
20176,Aga Khan Medical Centre Kericho,Kericho,Kericho,Ainamoi,Kipchebor,Medical Center,Private Practice,,,,Ainamoi,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,,,Y,,Y,,,,,,,,,
20824,Aga Khan Medical Clinic (Kitale),Trans Nzoia,Trans Nzoia,Saboti,Matisi,Medical Clinic,Private Practice,,,,Saboti,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
20065,Aga Khan Medical Clinic (laikipia east),Laikipia,Laikipia,Laikipia East,Nanyuki,Medical Clinic,Private Practice,,,,Laikipia East,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
23631,Aga khan Medical Clinic Ruaka,Kiambu,Kiambu,Kiambaa,Ndenderu,Medical Clinic,Private Practice,,,,Kiambaa,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
25205,AGA KHAN ROYSAMBU MEDICAL AND DIALYSIS CENTRE,Nairobi,Nairobi,Roysambu,Roysambu,Medical Center,Private Practice,,,,Roysambu,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
22772,Aga Khan University Hosp Mother & Child Clinic,Nairobi,Nairobi,Embakasi Central,Komarock,Medical Clinic,Private Practice,,,,Embakasi Central,,,,,,,,,,,,,,No,Yes,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
12868,Aga Khan University Hospital (Buruburu),Nairobi,Nairobi,Makadara,Harambee,Primary care hospitals,Private Practice,,,,Makadara,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,,,,,,,,,,
20404,Aga Khan University Hospital (Capital Centre),Nairobi,Nairobi,Langata,South C,Medical Clinic,Private Practice,,,,Langata,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,,,,,,,,,,,,,,
19223,Aga Khan University Hospital (Embu),Embu,Embu,Manyatta,Kirimari,Medical Clinic,Private Practice,,,,Manyatta,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
24528,Aga Khan University Hospital Clinic,Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Non-Governmental Organizations,,,,Roysambu,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,,,,,,,,,,
19335,Aga Khan University Hospital Clinic (Naivasha),Nakuru,Nakuru,Naivasha,Viwandani,Medical Clinic,Private Practice,,,,Naivasha,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
20205,Aga Khan University Hospital Kiambu Clinic,Kiambu,Kiambu,Kiambu Town,Township,Medical Clinic,Private Practice,,,,Kiambu,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18738,Aga Khan University Hospital(Machakos),Machakos,Machakos,Machakos,Machakos Central,Primary care hospitals,Private Practice,,,,Machakos Town,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
21293,Aga Khan University Hospital(Njiru),Nairobi,Nairobi,Kasarani,Ruai,Primary care hospitals,Private Practice,,,,Kasarani,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
20254,Aga Khan University Medical Centre ( Kikuyu),Kiambu,Kiambu,Kikuyu,Kikuyu,Primary care hospitals,Private Practice,,,,Kikuyu,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22788,Agah Khan Clinic (Ngong),Kajiado,Kajiado,Kajiado North,Ngong,Medical Clinic,Private Practice,,,,Kajiado North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
21029,Agakhan Clinic (Kisii),Kisii,Kisii,Kitutu Chache South,Kitutu Central,Medical Clinic,Private Practice,,,,Kitutu Chache South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22053,Agakhan Medical Centre (Busia),Busia,Busia,Matayos,Burumba,Medical Center,Private Practice,,,,Matayos,,,,,,,,,,,,,,No,Yes,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
20226,Agakhan Medical Centre Nakuru,Nakuru,Nakuru,Nakuru East,Biashara,Medical Clinic,Private Practice,,,,Nakuru Town East,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
24779,Agakhan Medical Clinic,Taita Taveta,Taita Taveta,Voi,Mbololo,Medical Clinic,Private Practice,,,,Voi,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,,,,,,,,,,
18894,Agakhan University Clinic (Embakasi),Nairobi,Nairobi,Embakasi East,Embakasi,Medical Clinic,Private Practice,,,,Embakasi East,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
23405,Agakhan University Hospital Valley Arcade Clinic,Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice,,,,Dagoretti North,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,,,,,,,,,,
23487,Agano Medical Clinic,Meru,Meru,Imenti South,Mitunguu,Medical Clinic,Private Practice,,,,South Imenti,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
23858,Agape Medical Clinic (Otimong),Busia,Busia,Teso South,Chakol South,Medical Clinic,Private Practice,,,,Teso South,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
13466,Agawo Dispensary,Homa Bay,Homa Bay,Rachuonyo South,East Kamagak,Dispensary,Ministry of Health,,,,Kasipul,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
14190,AGC Baby Health Centre,Nakuru,Nakuru,Rongai,Mosop,Basic Health Centre,Faith Based Organization,,,,Rongai,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
13467,Agenga Dispensary,Migori,Migori,Nyatike,North Kadem,Dispensary,Ministry of Health,,,,Nyatike,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
15790,Ageng'a Dispensary (Samia),Busia,Busia,Samia,Ageng'a Nanguba,Dispensary,Ministry of Health,,,,Funyula,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22530,Ager community dispensary,Homa Bay,Homa Bay,Karachuonyo,Wang'chieng,Medical Clinic,Non-Governmental Organizations,,,,Karachuonyo,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16452,Agma Clinic,Nandi,Nandi,Emgwen,Chepkumia,Medical Clinic,Private Practice,,,,Emgwen,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19815,Agro Chemical Dispensary (Muhoroni),Kisumu,Kisumu,Muhoroni,Muhoroni Koru,Medical Clinic,Private Practice,,,,Muhoroni,,,,,,,,,,,,,,Yes,Yes,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
10017,Aguthi Dispensary,Nyeri,Nyeri,Tetu,Aguthi-gaaki,Dispensary,Ministry of Health,,,,Tetu,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10018,Ahadi Health and Maternity Services,Kiambu,Kiambu,Lari,Nyanduma,Dispensary,Private Practice,,,,Lari,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
17197,Ahadi Maternity Medical Centre,Kiambu,Kiambu,Lari,Nyanduma,Nursing Homes,Private Practice,,,,Lari,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
16516,Ahadi Medical clinic,Kilifi,Kilifi,Kaloleni,Mariakani,Medical Clinic,Private Practice,,,,Kaloleni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
23599,Ahava Medical Centre,Kisumu,Kisumu,Kisumu East,Manyatta B,Medical Clinic,Private Practice,,,,Kisumu East,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
23327,Ahero Annex Healthcare Ltd,Kisumu,Kisumu,Nyando,Ahero,Medical Clinic,Private Practice,,,,Nyando,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
13468,Ahero County Hospital,Kisumu,Kisumu,Nyando,Ahero,Primary care hospitals,Ministry of Health,,,,Nyando,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
18291,Ahero Medical Centre,Kisumu,Kisumu,Nyando,Awasi/Onjiko,Medical Center,Private Practice,,,,Nyando,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
14191,Ahero Medical Clinic,Nakuru,Nakuru,Nakuru North,Kiamaina,Medical Clinic,Private Practice,,,,Bahati,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
17445,AHF EMALI Clinic,Makueni,Makueni,Kibwezi West,Emali/Mulala,Medical Clinic,Non-Governmental Organizations,,,,Kibwezi West,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
18804,AHF Soko Clinic,Mombasa,Mombasa,Nyali,Kongowea,Medical Clinic,Non-Governmental Organizations,,,,Nyali,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
15791,Ahmadiya Hospital,Kakamega,Kakamega,Mumias East,Lusheya/Lubinu,Primary care hospitals,Faith Based Organization,,,,Mumias East,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
18835,AIC Biribiriet Dispensary,Trans Nzoia,Trans Nzoia,Cherangany,Makutano,Dispensary,Faith Based Organization,,,,Cherangany,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
12093,AIC Dispensary (Isiolo),Isiolo,Isiolo,Isiolo,Wabera,Dispensary,Faith Based Organization,,,,Isiolo North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
24935,AIC Ikulumbutuni Dispensary,Kitui,Kitui,Kitui Rural,Kwavonza/Yatta,Dispensary,Ministry of Health,,,,Kitui Rural,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
